Date,Interval,Queue,Total Input,Total Output,AHT (s),Avg. Latency (s),Employee Count Login
11-Feb,20,Delta,0,0,0,0,0
11-Feb,21,Alpha,124,96,"35,05","142,31",4
11-Feb,21,Bravo,176,186,"1,82","1113,84",2
11-Feb,21,Charly,40,72,"55,1","1422,97",2
11-Feb,21,Delta,7,0,0,0,0
11-Feb,22,Alpha,107,112,"34,43","279,57",6
11-Feb,22,Bravo,275,206,"1,41","4058,44",2
11-Feb,22,Charly,40,37,"73,73","305,89",3
11-Feb,22,Delta,2,0,0,0,0
11-Feb,23,Alpha,71,73,"34,45","281,18",6
11-Feb,23,Bravo,139,247,"2,4","1573,23",2
11-Feb,23,Charly,33,33,"51,2","872,91",1
11-Feb,23,Delta,6,25,"45,98","19624,72",1
12-Feb,0,Alpha,45,44,"36,23","564,09",2
12-Feb,0,Bravo,97,172,"1,99","2760,86",1
12-Feb,0,Charly,20,20,"71,42","459,2",1
12-Feb,0,Delta,4,3,"31,53","20747,67",1
12-Feb,1,Alpha,28,26,"31,37","593,19",1
12-Feb,1,Bravo,98,108,"2,07","1277,91",1
12-Feb,1,Charly,19,18,"31,07","529,67",1
12-Feb,1,Delta,0,0,0,0,0
12-Feb,2,Alpha,15,21,"34,99","639,95",2
12-Feb,2,Bravo,74,0,0,0,0
12-Feb,2,Charly,15,15,"59,6","344,87",1
12-Feb,2,Delta,0,6,"43,09",34002,1
12-Feb,3,Alpha,13,14,"35,7","161,14",2
12-Feb,3,Bravo,48,39,"5,26","6109,44",1
12-Feb,3,Charly,10,8,"133,52","1728,75",2
12-Feb,3,Delta,2,4,"30,52","18869,5",2
12-Feb,4,Alpha,10,5,"32,93","643,2",2
12-Feb,4,Bravo,44,54,"6,35","7380,24",1
12-Feb,4,Charly,7,13,"140,55","977,23",2
12-Feb,4,Delta,0,0,0,0,0
12-Feb,5,Alpha,29,18,"30,14","851,17",4
12-Feb,5,Bravo,74,53,"5,47","5992,58",1
12-Feb,5,Charly,15,8,"199,53","378,75",1
12-Feb,5,Delta,0,0,0,0,0
12-Feb,6,Alpha,68,77,"38,93",383,4
12-Feb,6,Bravo,84,181,"4,39","1493,85",3
12-Feb,6,Charly,23,0,0,0,0
12-Feb,6,Delta,0,0,0,0,0
12-Feb,7,Alpha,110,104,"36,29","50,88",4
12-Feb,7,Bravo,91,79,"5,37","118,65",3
12-Feb,7,Charly,39,2,"72,91",4898,1
12-Feb,7,Delta,0,0,0,0,0
12-Feb,8,Alpha,154,141,"34,99","219,61",7
12-Feb,8,Bravo,101,110,"4,33","124,62",4
12-Feb,8,Charly,34,18,"36,41","9475,72",2
12-Feb,8,Delta,3,1,"24,79",1109,1
12-Feb,9,Alpha,154,150,"35,39","398,66",10
12-Feb,9,Bravo,106,108,"3,6","74,07",3
12-Feb,9,Charly,27,9,"48,29",10469,2
12-Feb,9,Delta,0,0,0,0,0
12-Feb,10,Alpha,173,158,"41,95","458,58",9
12-Feb,10,Bravo,123,117,"4,15","44,95",4
12-Feb,10,Charly,40,8,"68,49","10722,75",2
12-Feb,10,Delta,72,1,"57,13",8061,2
12-Feb,11,Alpha,220,209,"36,54","378,7",12
12-Feb,11,Bravo,188,193,"4,44","122,81",5
12-Feb,11,Charly,40,105,"46,56","10200,23",7
12-Feb,11,Delta,0,60,"36,77","3102,57",5
12-Feb,12,Alpha,220,216,"40,48","309,74",15
12-Feb,12,Bravo,152,151,"4,55","82,99",5
12-Feb,12,Charly,39,83,"43,39","3845,87",4
12-Feb,12,Delta,0,10,"34,24","6877,1",2
12-Feb,13,Alpha,181,152,"39,79","194,87",11
12-Feb,13,Bravo,154,156,"3,93","74,69",6
12-Feb,13,Charly,52,44,"41,08","2610,61",5
12-Feb,13,Delta,0,0,0,0,0
12-Feb,14,Alpha,131,140,"39,53","385,01",16
12-Feb,14,Bravo,172,170,"4,26","78,05",5
12-Feb,14,Charly,41,12,"44,15","4807,75",5
12-Feb,14,Delta,0,0,0,0,0
12-Feb,15,Alpha,178,174,"38,46","136,69",11
12-Feb,15,Bravo,135,137,"3,14","67,26",3
12-Feb,15,Charly,37,94,"39,14","1958,68",9
12-Feb,15,Delta,0,0,0,0,0
12-Feb,16,Alpha,154,141,"42,76","230,1",9
12-Feb,16,Bravo,138,138,"4,44","32,33",3
12-Feb,16,Charly,49,40,"31,94","423,35",3
12-Feb,16,Delta,0,0,0,0,0
12-Feb,17,Alpha,149,126,"38,07","295,65",10
12-Feb,17,Bravo,141,142,"4,03","69,03",4
12-Feb,17,Charly,39,46,"40,74","1575,02",3
12-Feb,17,Delta,1,0,0,0,0
12-Feb,18,Alpha,153,155,"41,79","341,73",8
12-Feb,18,Bravo,151,146,"2,68","196,27",4
12-Feb,18,Charly,52,35,"35,91","727,31",2
12-Feb,18,Delta,2,0,0,0,0
12-Feb,19,Alpha,200,117,"30,28","940,23",6
12-Feb,19,Bravo,177,132,"2,71","793,23",2
12-Feb,19,Charly,44,35,"50,3","2177,71",3
12-Feb,19,Delta,2,0,0,0,0
12-Feb,20,Alpha,172,169,"37,75","1075,85",10
12-Feb,20,Bravo,174,194,"2,74","437,05",2
12-Feb,20,Charly,39,57,"30,22","1698,28",2
12-Feb,20,Delta,0,0,0,0,0
12-Feb,21,Alpha,125,188,"34,49","1016,73",7
12-Feb,21,Bravo,187,77,"1,79","1369,25",1
12-Feb,21,Charly,43,54,"24,1","1142,19",1
12-Feb,21,Delta,0,6,"25,14","25967,33",2
12-Feb,22,Alpha,112,102,"32,98","140,07",6
12-Feb,22,Bravo,160,261,"3,96","2325,83",3
12-Feb,22,Charly,34,35,"34,98","606,91",5
12-Feb,22,Delta,2,2,"27,48","11546,5",2
12-Feb,23,Alpha,60,62,"32,66","241,54",3
12-Feb,23,Bravo,157,196,"3,12","1167,45",3
12-Feb,23,Charly,25,23,"31,28","284,83",4
12-Feb,23,Delta,4,6,"30,73","677,17",1
13-Feb,0,Alpha,46,47,"37,99","145,3",2
13-Feb,0,Bravo,124,122,"2,65","108,78",2
13-Feb,0,Charly,21,23,"31,92","185,78",2
13-Feb,0,Delta,43,6,"25,73","202,5",2
13-Feb,1,Alpha,24,23,"26,28","39,57",2
13-Feb,1,Bravo,64,0,0,0,0
13-Feb,1,Charly,21,23,"26,9","36,57",1
13-Feb,1,Delta,12,49,"26,32","752,82",4
13-Feb,2,Alpha,7,5,"37,12","408,2",3
13-Feb,2,Bravo,49,101,"4,66","3294,53",1
13-Feb,2,Charly,12,10,"28,04","68,1",1
13-Feb,2,Delta,0,0,0,0,0
13-Feb,3,Alpha,15,18,"32,4","136,22",3
13-Feb,3,Bravo,52,0,0,0,0
13-Feb,3,Charly,6,7,"25,08",36,2
13-Feb,3,Delta,0,0,0,0,0
13-Feb,4,Alpha,26,21,"29,83","351,27",3
13-Feb,4,Bravo,31,0,0,0,0
13-Feb,4,Charly,15,16,"43,25","96,31",2
13-Feb,4,Delta,0,0,0,0,0
13-Feb,5,Alpha,37,39,"32,42","65,47",4
13-Feb,5,Bravo,68,0,0,0,0
13-Feb,5,Charly,10,10,"40,1","127,4",2
13-Feb,5,Delta,0,0,0,0,0
13-Feb,6,Alpha,57,52,"37,07","349,69",4
13-Feb,6,Bravo,64,205,"4,42","6782,94",3
13-Feb,6,Charly,21,9,"27,46","2466,33",1
13-Feb,6,Delta,5,0,0,0,0
13-Feb,7,Alpha,109,96,"35,86","261,98",4
13-Feb,7,Bravo,62,83,"5,68","398,6",3
13-Feb,7,Charly,29,36,"39,14","1026,08",1
13-Feb,7,Delta,3,0,0,0,0
13-Feb,8,Alpha,137,106,"36,35","371,33",5
13-Feb,8,Bravo,82,85,"4,63","96,88",5
13-Feb,8,Charly,27,26,"27,38","622,92",3
13-Feb,8,Delta,0,7,"32,92",4552,2
13-Feb,9,Alpha,170,160,"34,07","816,11",8
13-Feb,9,Bravo,101,100,"3,48","75,95",4
13-Feb,9,Charly,37,1,"30,2",3824,1
13-Feb,9,Delta,0,1,"28,39",5784,1
13-Feb,10,Alpha,157,161,39,"572,32",11
13-Feb,10,Bravo,98,99,"3,91","86,39",5
13-Feb,10,Charly,38,74,"44,62","2936,07",5
13-Feb,10,Delta,0,0,0,0,0
13-Feb,11,Alpha,248,229,"39,41","757,6",12
13-Feb,11,Bravo,146,140,"3,51","61,53",5
13-Feb,11,Charly,53,32,"36,97","1373,94",5
13-Feb,11,Delta,18,14,"33,21","224,71",1
13-Feb,12,Alpha,194,189,"35,73","457,38",12
13-Feb,12,Bravo,134,138,"3,93","87,17",5
13-Feb,12,Charly,48,73,"41,98","762,7",4
13-Feb,12,Delta,27,22,"31,53",1666,3
13-Feb,13,Alpha,230,223,"41,43","563,98",16
13-Feb,13,Bravo,380,378,"3,54","59,32",7
13-Feb,13,Charly,55,48,"39,99","1220,94",3
13-Feb,13,Delta,0,9,"32,28","3167,67",1
13-Feb,14,Alpha,174,154,"31,95","543,97",13
13-Feb,14,Bravo,251,228,"4,83","70,33",6
13-Feb,14,Charly,46,21,"34,86","2475,95",2
13-Feb,14,Delta,15,0,0,0,0
13-Feb,15,Alpha,198,169,"37,06","630,05",15
13-Feb,15,Bravo,280,290,"3,63","101,18",5
13-Feb,15,Charly,41,72,"52,16","882,67",4
13-Feb,15,Delta,3,2,"35,29","6355,5",1
13-Feb,16,Alpha,157,190,"34,17","662,85",14
13-Feb,16,Bravo,115,115,"2,24","319,56",5
13-Feb,16,Charly,51,49,"69,28","282,2",3
13-Feb,16,Delta,10,17,"33,66","4161,71",3
13-Feb,17,Alpha,171,155,"38,69","374,01",12
13-Feb,17,Bravo,167,181,"2,95","113,39",4
13-Feb,17,Charly,58,61,"49,23","177,67",4
13-Feb,17,Delta,2,0,0,0,0
13-Feb,18,Alpha,203,163,"34,83","495,42",14
13-Feb,18,Bravo,121,114,"3,03","61,62",3
13-Feb,18,Charly,46,40,"56,99","84,15",2
13-Feb,18,Delta,2,3,"33,46",10036,1
13-Feb,19,Alpha,193,180,"29,63","905,43",7
13-Feb,19,Bravo,159,45,"4,1","1285,82",2
13-Feb,19,Charly,42,38,"36,07","683,18",4
13-Feb,19,Delta,2,1,"19,88",9962,1
13-Feb,20,Alpha,201,199,"35,78","726,88",10
13-Feb,20,Bravo,159,280,"4,5","1074,67",3
13-Feb,20,Charly,45,47,"43,11","259,09",4
13-Feb,20,Delta,0,0,0,0,0
13-Feb,21,Alpha,145,175,"42,81","936,18",10
13-Feb,21,Bravo,182,75,"4,12","1307,44",2
13-Feb,21,Charly,39,41,"31,3","625,07",3
13-Feb,21,Delta,4,0,0,0,0
13-Feb,22,Alpha,106,107,"38,45","289,85",9
13-Feb,22,Bravo,165,272,"3,18","665,08",3
13-Feb,22,Charly,37,31,"39,49","370,35",7
13-Feb,22,Delta,3,17,"40,81","11107,18",2
13-Feb,23,Alpha,60,57,"40,82","126,66",6
13-Feb,23,Bravo,122,121,"3,07","147,7",3
13-Feb,23,Charly,21,31,"52,65","399,55",6
13-Feb,23,Delta,3,4,"40,15","1101,25",2
14-Feb,0,Alpha,36,36,"34,78","94,65",4
14-Feb,0,Bravo,78,71,"3,09","108,79",4
14-Feb,0,Charly,21,24,"35,9","259,96",4
14-Feb,0,Delta,0,0,0,0,0
14-Feb,1,Alpha,24,23,"28,66","221,22",2
14-Feb,1,Bravo,61,65,"2,87","979,48",1
14-Feb,1,Charly,15,16,"28,82","269,25",2
14-Feb,1,Delta,2,2,"35,92",2149,1
14-Feb,2,Alpha,23,20,"36,89","136,05",4
14-Feb,2,Bravo,62,65,"3,95","724,49",1
14-Feb,2,Charly,8,8,"40,91","52,5",1
14-Feb,2,Delta,0,0,0,0,0
14-Feb,3,Alpha,11,12,"42,76","286,33",4
14-Feb,3,Bravo,41,44,"3,26","387,36",1
14-Feb,3,Charly,7,6,"38,53","146,5",2
14-Feb,3,Delta,0,0,0,0,0
14-Feb,4,Alpha,16,17,"36,22","311,82",4
14-Feb,4,Bravo,49,50,"2,42","841,52",2
14-Feb,4,Charly,13,12,"23,85","290,58",3
14-Feb,4,Delta,0,0,0,0,0
14-Feb,5,Alpha,41,31,"28,05","105,32",5
14-Feb,5,Bravo,65,44,"3,97","477,84",2
14-Feb,5,Charly,18,13,"22,16","194,08",2
14-Feb,5,Delta,0,0,0,0,0
14-Feb,6,Alpha,72,66,"40,99","232,1",3
14-Feb,6,Bravo,64,48,"3,07","515,58",1
14-Feb,6,Charly,21,27,"46,14","486,11",1
14-Feb,6,Delta,0,0,0,0,0
14-Feb,7,Alpha,119,88,"37,5","854,52",3
14-Feb,7,Bravo,80,115,"3,58","658,94",1
14-Feb,7,Charly,33,7,"40,93","470,57",1
14-Feb,7,Delta,0,0,0,0,0
14-Feb,8,Alpha,146,152,"38,3","937,29",8
14-Feb,8,Bravo,108,103,"3,42","71,64",3
14-Feb,8,Charly,44,50,"41,47","1674,88",2
14-Feb,8,Delta,0,0,0,0,0
14-Feb,9,Alpha,183,156,"39,52","753,79",7
14-Feb,9,Bravo,80,86,"3,88","84,73",3
14-Feb,9,Charly,42,18,"28,71","2814,78",2
14-Feb,9,Delta,0,0,0,0,0
14-Feb,10,Alpha,198,191,"37,27","678,88",9
14-Feb,10,Bravo,140,141,"3,07","61,27",3
14-Feb,10,Charly,48,83,"28,41",2683,3
14-Feb,10,Delta,0,0,0,0,0
14-Feb,11,Alpha,223,227,"38,4","398,06",12
14-Feb,11,Bravo,168,167,"3,62","71,26",4
14-Feb,11,Charly,6,16,"42,49","1284,75",4
14-Feb,11,Delta,0,0,0,0,0
14-Feb,12,Alpha,240,193,"37,99","332,81",15
14-Feb,12,Bravo,126,127,"5,25","21,35",3
14-Feb,12,Charly,0,0,0,0,0
14-Feb,12,Delta,2,2,"24,04",1262,1
14-Feb,13,Alpha,201,211,"41,34","518,48",11
14-Feb,13,Bravo,151,150,"4,36","142,35",7
14-Feb,13,Charly,0,0,0,0,0
14-Feb,13,Delta,19,0,0,0,0
14-Feb,14,Alpha,192,164,"36,25","243,91",12
14-Feb,14,Bravo,149,149,"5,07","49,56",4
14-Feb,14,Charly,0,0,0,0,0
14-Feb,14,Delta,0,0,0,0,0
14-Feb,15,Alpha,219,198,"37,89","246,49",13
14-Feb,15,Bravo,111,109,"3,47","173,6",4
14-Feb,15,Charly,0,0,0,0,0
14-Feb,15,Delta,28,0,0,0,0
14-Feb,16,Alpha,202,197,"38,58","485,92",11
14-Feb,16,Bravo,108,109,"3,46","77,33",4
14-Feb,16,Charly,0,0,0,0,0
14-Feb,16,Delta,6,47,"30,75","6799,34",5
14-Feb,17,Alpha,210,189,"33,32","205,37",9
14-Feb,17,Bravo,149,126,"3,22","182,71",1
14-Feb,17,Charly,0,0,0,0,0
14-Feb,17,Delta,4,0,0,0,0
14-Feb,18,Alpha,169,160,"32,77","591,6",8
14-Feb,18,Bravo,146,169,"5,04","1540,24",4
14-Feb,18,Charly,0,0,0,0,0
14-Feb,18,Delta,112,7,"57,91","8736,71",1
14-Feb,19,Alpha,189,197,"34,48","693,25",7
14-Feb,19,Bravo,131,132,"3,89","57,27",2
14-Feb,19,Charly,0,0,0,0,0
14-Feb,19,Delta,5,97,"29,75","2285,25",1
14-Feb,20,Alpha,180,152,"36,43","510,32",11
14-Feb,20,Bravo,164,138,"3,98","176,18",2
14-Feb,20,Charly,0,0,0,0,0
14-Feb,20,Delta,1,14,"26,76","5571,36",1
14-Feb,21,Alpha,128,118,"36,55","602,16",9
14-Feb,21,Bravo,201,182,"3,58","793,73",2
14-Feb,21,Charly,0,0,0,0,0
14-Feb,21,Delta,0,2,"38,68",10282,1
14-Feb,22,Alpha,93,91,"33,08","928,07",8
14-Feb,22,Bravo,170,216,"4,85","164,4",3
14-Feb,22,Charly,0,0,0,0,0
14-Feb,22,Delta,0,7,"35,94","12077,86",1
14-Feb,23,Alpha,58,77,"41,72","607,17",6
14-Feb,23,Bravo,130,129,"3,21","210,29",3
14-Feb,23,Charly,0,0,0,0,0
14-Feb,23,Delta,0,1,"32,59",13369,1
15-Feb,0,Alpha,39,35,"37,98","83,32",5
15-Feb,0,Bravo,83,81,"4,85","84,56",2
15-Feb,0,Charly,0,0,0,0,0
15-Feb,0,Delta,3,0,0,0,0
15-Feb,1,Alpha,32,23,"40,97","180,39",4
15-Feb,1,Bravo,67,65,"2,73","703,55",1
15-Feb,1,Charly,0,0,0,0,0
15-Feb,1,Delta,3,6,"29,79","926,5",1
15-Feb,2,Alpha,28,27,"34,09","384,59",4
15-Feb,2,Bravo,53,58,"3,71","538,28",2
15-Feb,2,Charly,0,0,0,0,0
15-Feb,2,Delta,6,0,0,0,0
15-Feb,3,Alpha,13,17,"33,44","461,53",2
15-Feb,3,Bravo,50,49,"3,17","177,45",2
15-Feb,3,Charly,0,0,0,0,0
15-Feb,3,Delta,2,8,"26,75","1809,25",1
15-Feb,4,Alpha,17,11,"24,11","42,45",4
15-Feb,4,Bravo,48,31,"3,45","27,97",2
15-Feb,4,Charly,0,0,0,0,0
15-Feb,4,Delta,2,2,"34,71","182,5",1
15-Feb,5,Alpha,34,29,"29,32","174,9",3
15-Feb,5,Bravo,63,65,"3,54","307,38",2
15-Feb,5,Charly,0,0,0,0,0
15-Feb,5,Delta,3,0,0,0,0
15-Feb,6,Alpha,66,58,"40,91","598,48",6
15-Feb,6,Bravo,95,109,"3,45","231,2",2
15-Feb,6,Charly,0,0,0,0,0
15-Feb,6,Delta,5,8,"22,27","1396,88",2
15-Feb,7,Alpha,115,103,"38,56","589,04",6
15-Feb,7,Bravo,79,79,"3,18","194,1",2
15-Feb,7,Charly,0,0,0,0,0
15-Feb,7,Delta,0,0,0,0,0
15-Feb,8,Alpha,157,150,"37,08","454,26",7
15-Feb,8,Bravo,101,102,"4,94","49,34",3
15-Feb,8,Charly,0,0,0,0,0
15-Feb,8,Delta,0,0,0,0,0
15-Feb,9,Alpha,182,143,"38,04","603,61",9
15-Feb,9,Bravo,93,94,"5,35","128,18",3
15-Feb,9,Charly,0,0,0,0,0
15-Feb,9,Delta,0,0,0,0,0
15-Feb,10,Alpha,230,243,"37,18","342,03",13
15-Feb,10,Bravo,102,56,"3,79","665,14",3
15-Feb,10,Charly,22,1,"34,91",1572,1
15-Feb,10,Delta,0,0,0,0,0
15-Feb,11,Alpha,230,223,"39,92","267,19",12
15-Feb,11,Bravo,133,175,"3,78","420,94",4
15-Feb,11,Charly,61,42,"39,52","2977,62",4
15-Feb,11,Delta,13,0,0,0,0
15-Feb,12,Alpha,208,175,"38,73","155,08",12
15-Feb,12,Bravo,143,146,"4,09","205,57",4
15-Feb,12,Charly,43,80,"44,08",778,5
15-Feb,12,Delta,1,0,0,0,0
15-Feb,13,Alpha,201,209,"38,96","474,38",15
15-Feb,13,Bravo,119,111,"5,98","102,32",4
15-Feb,13,Charly,52,42,"33,8","558,71",3
15-Feb,13,Delta,1,0,0,0,0
15-Feb,14,Alpha,185,181,"38,03","298,28",13
15-Feb,14,Bravo,146,149,"4,84","145,54",4
15-Feb,14,Charly,47,44,"58,28","310,14",3
15-Feb,14,Delta,2,0,0,0,0
15-Feb,15,Alpha,254,220,"34,48","268,14",13
15-Feb,15,Bravo,195,200,"4,77","361,28",2
15-Feb,15,Charly,568,0,0,0,0
15-Feb,15,Delta,5,0,0,0,0
15-Feb,16,Alpha,197,190,"35,06","416,24",13
15-Feb,16,Bravo,103,98,"4,16","514,03",2
15-Feb,16,Charly,178,0,0,0,0
15-Feb,16,Delta,2,15,"69,74","15329,07",3
15-Feb,17,Alpha,174,179,"38,36","461,08",13
15-Feb,17,Bravo,141,106,"4,86","298,92",2
15-Feb,17,Charly,40,7,"28,32","4831,88",1
15-Feb,17,Delta,0,0,0,0,0
15-Feb,18,Alpha,634,276,"32,09","711,27",11
15-Feb,18,Bravo,132,167,"5,37","766,8",2
15-Feb,18,Charly,47,0,0,0,0
15-Feb,18,Delta,0,0,0,0,0
15-Feb,19,Alpha,281,197,"39,29","707,38",4
15-Feb,19,Bravo,135,57,"4,01","2476,81",1
15-Feb,19,Charly,52,78,"43,77","13764,68",1
15-Feb,19,Delta,13,0,0,0,0
15-Feb,20,Alpha,153,525,"31,61","4025,91",10
15-Feb,20,Bravo,147,27,"3,78","5049,37",2
15-Feb,20,Charly,38,0,0,0,0
15-Feb,20,Delta,6,0,0,0,0
15-Feb,21,Alpha,113,113,"37,76","632,47",7
15-Feb,21,Bravo,187,112,"2,15","6975,35",2
15-Feb,21,Charly,57,3,"34,54","22269,67",1
15-Feb,21,Delta,8,4,"40,95",25643,1
15-Feb,22,Alpha,116,104,"33,48","367,22",8
15-Feb,22,Bravo,185,160,"3,47","7249,7",2
15-Feb,22,Charly,35,61,"42,7","23706,44",2
15-Feb,22,Delta,24,52,"37,55","6660,12",2
15-Feb,23,Alpha,73,74,"31,36","446,15",7
15-Feb,23,Bravo,155,275,"3,39","5740,09",3
15-Feb,23,Charly,24,56,"37,33","28914,29",2
15-Feb,23,Delta,34,36,"44,54","1694,47",2
16-Feb,0,Alpha,53,56,"33,31","346,25",5
16-Feb,0,Bravo,79,261,"2,78","2616,71",2
16-Feb,0,Charly,20,51,"32,34","31847,53",3
16-Feb,0,Delta,4,5,"52,96","1367,2",1
16-Feb,1,Alpha,28,27,"28,25","361,93",5
16-Feb,1,Bravo,65,48,"2,23","1268,94",2
16-Feb,1,Charly,15,65,"44,05","34966,11",1
16-Feb,1,Delta,0,1,"43,13",6614,1
16-Feb,2,Alpha,17,20,"34,96","336,1",2
16-Feb,2,Bravo,51,70,"1,68","823,04",2
16-Feb,2,Charly,8,18,"31,28","38728,17",1
16-Feb,2,Delta,0,0,0,0,0
16-Feb,3,Alpha,14,11,"31,89","272,82",3
16-Feb,3,Bravo,51,51,"4,52","22,61",2
16-Feb,3,Charly,9,121,"43,38","42630,9",3
16-Feb,3,Delta,0,0,0,0,0
16-Feb,4,Alpha,18,19,"40,22","406,75",5
16-Feb,4,Bravo,45,43,"5,46","60,07",3
16-Feb,4,Charly,11,22,"65,79","48159,41",2
16-Feb,4,Delta,0,0,0,0,0
16-Feb,5,Alpha,38,31,"33,76","215,2",6
16-Feb,5,Bravo,74,72,"3,31","313,38",2
16-Feb,5,Charly,10,33,"47,77","48690,36",2
16-Feb,5,Delta,0,0,0,0,0
16-Feb,6,Alpha,70,65,"37,11","541,21",3
16-Feb,6,Bravo,50,54,"3,34","166,76",2
16-Feb,6,Charly,31,5,"40,97","53443,4",1
16-Feb,6,Delta,0,0,0,0,0
16-Feb,7,Alpha,106,74,"36,12","714,69",4
16-Feb,7,Bravo,69,67,"3,4","99,72",3
16-Feb,7,Charly,34,20,"50,49","55805,9",2
16-Feb,7,Delta,0,0,0,0,0
16-Feb,8,Alpha,134,135,"42,51","774,79",8
16-Feb,8,Bravo,101,96,"4,85","44,19",5
16-Feb,8,Charly,33,58,"48,26","61110,67",3
16-Feb,8,Delta,5,5,"37,2",249,2
16-Feb,9,Alpha,184,112,32,"630,29",5
16-Feb,9,Bravo,113,117,"5,23","58,93",4
16-Feb,9,Charly,40,62,"42,25","64542,9",2
16-Feb,9,Delta,3,3,"40,75","415,33",2
16-Feb,10,Alpha,193,247,"38,59","563,37",10
16-Feb,10,Bravo,111,106,"4,78","114,33",6
16-Feb,10,Charly,32,110,"37,76","66719,93",4
16-Feb,10,Delta,0,0,0,0,0
16-Feb,11,Alpha,218,146,"37,36","848,53",10
16-Feb,11,Bravo,110,112,"4,11","57,23",6
16-Feb,11,Charly,58,109,"42,08","61173,3",3
16-Feb,11,Delta,0,0,0,0,0
16-Feb,12,Alpha,198,254,"36,79","744,77",12
16-Feb,12,Bravo,136,137,"4,17","111,83",7
16-Feb,12,Charly,47,129,"36,13","55214,47",5
16-Feb,12,Delta,0,0,0,0,0
16-Feb,13,Alpha,260,265,"37,14","228,8",15
16-Feb,13,Bravo,347,349,"4,75","47,68",5
16-Feb,13,Charly,54,91,"40,15",47528,6
16-Feb,13,Delta,30,30,"29,29","566,77",0
16-Feb,14,Alpha,202,183,"35,74","175,91",10
16-Feb,14,Bravo,127,128,"4,87","50,94",6
16-Feb,14,Charly,38,45,"38,18","32978,56",4
16-Feb,14,Delta,0,0,0,0,0
16-Feb,15,Alpha,252,246,"36,62","272,51",12
16-Feb,15,Bravo,133,134,"4,21","46,48",4
16-Feb,15,Charly,56,138,"40,45","24469,41",6
16-Feb,15,Delta,3,3,"32,34","563,67",1
16-Feb,16,Alpha,190,157,"36,92","181,28",10
16-Feb,16,Bravo,89,87,"3,41","115,1",4
16-Feb,16,Charly,50,85,"51,29","17514,89",7
16-Feb,16,Delta,1,0,0,0,0
16-Feb,17,Alpha,160,132,"36,8","197,15",10
16-Feb,17,Bravo,96,88,"3,46","98,94",4
16-Feb,17,Charly,148,118,"37,31","5531,04",4
16-Feb,17,Delta,8,6,"56,63","2122,17",1
16-Feb,18,Alpha,157,171,"37,28","291,02",11
16-Feb,18,Bravo,151,153,"3,32","690,92",3
16-Feb,18,Charly,66,38,"41,75","1429,66",1
16-Feb,18,Delta,0,0,0,0,0
16-Feb,19,Alpha,172,182,"34,3","187,6",5
16-Feb,19,Bravo,138,119,"5,81","1866,54",1
16-Feb,19,Charly,37,91,"39,42","18494,42",3
16-Feb,19,Delta,0,0,0,0,0
16-Feb,20,Alpha,109,101,"40,14","150,26",5
16-Feb,20,Bravo,146,158,"3,72","725,4",3
16-Feb,20,Charly,52,83,"44,46","17526,41",4
16-Feb,20,Delta,5,5,"27,22","4691,4",1
16-Feb,21,Alpha,140,124,"38,89","329,94",8
16-Feb,21,Bravo,186,182,"2,23","1328,62",2
16-Feb,21,Charly,45,213,"39,46","9594,94",4
16-Feb,21,Delta,29,2,"33,42",7899,1
16-Feb,22,Alpha,131,111,"34,73","358,85",8
16-Feb,22,Bravo,173,192,"4,2","736,29",3
16-Feb,22,Charly,49,80,"51,26","1618,5",4
16-Feb,22,Delta,24,42,"24,22","3233,14",1
16-Feb,23,Alpha,54,79,"33,93","446,04",8
16-Feb,23,Bravo,130,118,"2,84","165,82",2
16-Feb,23,Charly,43,36,"43,25","563,17",1
16-Feb,23,Delta,8,17,"28,08","2698,59",1
17-Feb,0,Alpha,50,46,"38,33","474,07",5
17-Feb,0,Bravo,85,92,"2,85","227,82",3
17-Feb,0,Charly,18,28,"54,82","479,61",1
17-Feb,0,Delta,0,0,0,0,0
17-Feb,1,Alpha,28,30,"37,65","301,3",4
17-Feb,1,Bravo,69,74,"1,46","1939,82",1
17-Feb,1,Charly,11,11,"27,48",1477,2
17-Feb,1,Delta,0,0,0,0,0
17-Feb,2,Alpha,16,16,"29,59","75,38",4
17-Feb,2,Bravo,40,40,"2,33","193,93",2
17-Feb,2,Charly,4,8,"45,82",455,1
17-Feb,2,Delta,0,0,0,0,0
17-Feb,3,Alpha,10,9,"54,48","925,11",2
17-Feb,3,Bravo,50,51,"2,23","212,61",2
17-Feb,3,Charly,5,5,"117,78","143,2",2
17-Feb,3,Delta,0,0,0,0,0
17-Feb,4,Alpha,13,13,"35,14","464,14",4
17-Feb,4,Bravo,59,59,"3,76","82,92",2
17-Feb,4,Charly,7,7,"25,31","350,14",2
17-Feb,4,Delta,9,0,0,0,0
17-Feb,5,Alpha,31,20,"35,06","144,68",4
17-Feb,5,Bravo,56,56,"3,93","76,52",2
17-Feb,5,Charly,14,10,"38,35",169,2
17-Feb,5,Delta,1,0,0,0,0
17-Feb,6,Alpha,64,63,"34,71","307,98",6
17-Feb,6,Bravo,68,66,"4,65","156,14",3
17-Feb,6,Charly,30,11,"83,63","2069,18",1
17-Feb,6,Delta,1,0,0,0,0
17-Feb,7,Alpha,109,108,"37,3","188,66",6
17-Feb,7,Bravo,86,87,"4,52","84,8",3
17-Feb,7,Charly,35,6,"79,74","3247,5",1
17-Feb,7,Delta,0,0,0,0,0
